STT,ID_cau_VLSP,Nguon_ZH,Tham_chieu_VI,Ban_dich_He_A,Ban_dich_He_B
111,vi-zh-2022-test-0111,"《电子时报》(DIGITIMES)则指出，根据越共十三大提出的目标,即“数字技术将创造国内生产总值的30%，而不是当前的仅为8%”，预计未来5年，越南半导体产业将大幅增长。","Trang Digitimes thì chỉ ra rằng, ngành công nghiệp bán dẫn của Việt Nam được kỳ vọng tăng trưởng sẽ tăng trưởng vượt bậc trong 5 năm tới theo như mục tiêu Đại hội Đảng XIII đặt ra: “Kỹ thuật số sẽ tạo ra 30% tổng sản phẩm quốc nội so với 8% như hiện nay”.","Theo Đài Điện tử (DIGITIMES), dựa trên mục tiêu Đại hội XIII Đảng Cộng sản Việt Nam đề ra, đó là ""công nghệ số sẽ đóng góp 30% GDP, thay vì chỉ 8% như hiện nay"", ngành công nghiệp bán dẫn Việt Nam dự kiến sẽ tăng trưởng mạnh mẽ trong 5 năm tới.","""DIGITIMES"" chỉ ra rằng, theo mục tiêu mà Đại hội đại biểu toàn quốc lần thứ 13 của Đảng Cộng sản Việt Nam đưa ra là ""công nghệ số sẽ tạo ra 30% GDP, thay vì 8% như hiện nay"", ngành bán dẫn Việt Nam được dự đoán sẽ tăng trưởng đáng kể trong 5 năm tới."
112,vi-zh-2022-test-0112,非常重要的是，《越欧自贸协定》、《全面且先进的跨太平洋伙伴关系协定》（CPTPP）、《越英自贸协定》等助力越南在新冠肺炎大流行背景下促进贸易。,"Điều rất quan trọng là các Hiệp định thương mại tự do EU-Việt Nam (EVFTA) và Hiệp định đối tác toàn diện và tiến bộ xuyên Thái Bình Dương, Hiệp định thương mại tư do Việt Anh đã giúp Việt Nam thúc đẩy thương mại trong bối cảnh đại dịch.","Hiệp định Thương mại Tự do Việt Nam - Liên minh Châu Âu (EVFTA), Hiệp định Đối tác Toàn diện và Tiến bộ xuyên Thái Bình Dương (CPTPP), Hiệp định Thương mại Tự do Việt Nam - Vương quốc Anh (UKVFTA) và các hiệp định khác đã góp phần thúc đẩy thương mại của Việt Nam trong bối cảnh đại dịch COVID-19.","Điều rất quan trọng là Hiệp định Thương mại tự do Việt Nam - EU, Hiệp định Đối tác toàn diện và tiến bộ xuyên Thái Bình Dương (CPTPP), Hiệp định thương mại tự do Việt Nam - Anh... đã giúp Việt Nam thúc đẩy thương mại trong bối cảnh đại dịch Covid-19."
113,vi-zh-2022-test-0113,新冠肺炎大流行给越南带来了许多困难，但在党的领导、政府和政治体系的积极行动下，危机似乎也成为点燃民族力量的契机，获得了各阶层人民对政府的突破性经济改革的共识与支持。,"Đại dịch COVID-19 gây ra cho Việt Nam nhiều khó khăn, nhưng dưới sự lãnh đạo của Đảng, hành động quyết liệt của Chính phủ và hệ thống chính trị, khủng hoảng dường như cũng là cơ hội làm bùng lên sức mạnh dân tộc, thu hút sự đồng tình, ủng hộ của các tầng lớp nhân dân đối với những cải cách đột phá về kinh tế của Chính phủ.","Đại dịch COVID-19 đã mang đến nhiều khó khăn cho Việt Nam, nhưng dưới sự lãnh đạo của Đảng, hành động tích cực của Chính phủ và hệ thống chính trị, cuộc khủng hoảng dường như cũng trở thành cơ hội để khơi dậy sức mạnh dân tộc, nhận được sự đồng thuận và ủng hộ của nhân dân các tầng lớp đối với những cải cách kinh tế đột phá của Chính phủ.","Đại dịch Covid-19 đã mang đến nhiều khó khăn cho Việt Nam, nhưng với những hành động tích cực của lãnh đạo Đảng, Chính phủ và hệ thống chính trị, cuộc khủng hoảng dường như đã trở thành cơ hội khơi dậy sức mạnh dân tộc và giành được sự đồng thuận, ủng hộ của người dân các tầng lớp đối với những cải cách kinh tế đột phá của Chính phủ."
114,vi-zh-2022-test-0114,及时排除困难是企业恢复生产经营活动和经济早日复苏的巨大动力。,"Khó khăn được tháo gỡ kịp thời, đó chính là động lực rất lớn để doanh nghiệp khôi phục hoạt động sản xuất, kinh doanh và sớm hồi phục nền kinh tế.",Kịp thời tháo gỡ khó khăn là động lực to lớn để doanh nghiệp khôi phục sản xuất kinh doanh và nền kinh tế sớm phục hồi.,"Tháo gỡ khó khăn kịp thời là động lực rất lớn để doanh nghiệp tiếp tục hoạt động sản xuất, kinh doanh và sớm phục hồi nền kinh tế."
115,vi-zh-2022-test-0115,据财政部测算，今年全国97%以上的企业获得减免30%的所得税。,"Theo tính toán của Bộ Tài chính, có tới hơn 97% doanh nghiệp của cả nước được giảm 30% thuế thu nhập doanh nghiệp trong năm nay.","Theo tính toán của Bộ Tài chính, hơn 97% doanh nghiệp trên cả nước trong năm nay được giảm 30% thuế thu nhập doanh nghiệp.","Theo ước tính của Bộ Tài chính, hơn 97% doanh nghiệp trên cả nước được giảm 30% thuế thu nhập trong năm nay."
116,vi-zh-2022-test-0116,其中大部分是受疫情影响的中小型企业。,"Đây hầu hết là các doanh nghiệp có quy mô vừa và nhỏ, chịu tác động tiêu cực của đại dịch COVID-19.",Phần lớn trong số đó là các doanh nghiệp vừa và nhỏ bị ảnh hưởng bởi dịch bệnh.,Hầu hết trong số họ là các doanh nghiệp vừa và nhỏ bị ảnh hưởng bởi dịch bệnh.
117,vi-zh-2022-test-0117,此外，预计今年三、四季度，全国有近400万个经营户和个人获免个人所得税和增值税。,"Bên cạnh đó, ước tính có gần 4 triệu hộ và cá nhân kinh doanh cả nước được miễn thuế thu nhập cá nhân và thuế giá trị gia tăng phát sinh trong quý 3 và 4 này.","Ngoài ra, dự kiến trong quý 3 và quý 4 năm nay, gần 4 triệu hộ kinh doanh và cá nhân trên toàn quốc sẽ được miễn thuế thu nhập cá nhân và thuế giá trị gia tăng.","Ngoài ra, ước tính trong quý III và quý IV năm nay, gần 4 triệu hộ, cá nhân kinh doanh trên cả nước sẽ được miễn thuế thu nhập cá nhân và thuế giá trị gia tăng."
118,vi-zh-2022-test-0118,根据第406号决议的免税和减税方案，企业和人民将得到约20万亿越南盾资助。,"Các giải pháp miễn, giảm thuế theo Nghị quyết 406 sẽ hỗ trợ doanh nghiệp và người dân khoảng 20.000 tỉ đồng.","Theo các chính sách miễn giảm thuế theo Nghị quyết số 406, doanh nghiệp và người dân sẽ nhận được sự hỗ trợ khoảng 20 nghìn tỷ đồng.","Theo gói miễn, giảm thuế của Nghị quyết số 406, doanh nghiệp và người dân sẽ nhận được khoảng 20 nghìn tỷ đồng tài trợ."
119,vi-zh-2022-test-0119,其中大多数企业都陷入资金流动性困境。,Hầu hết doanh nghiệp đều trong tình trạng khó khăn về thanh khoản.,Phần lớn các doanh nghiệp này đang gặp khó khăn về dòng tiền.,Hầu hết các công ty này đều gặp khó khăn về thanh khoản.
120,vi-zh-2022-test-0120,舆论认为，这些资助政策是及时的、带来积极效果，有助于企业克服困难、稳定生产经营。,"Dư luận đánh giá các giải pháp hỗ trợ là kịp thời, có tác động tích cực, góp phần tháo gỡ khó khăn, ổn định hoạt động sản xuất kinh doanh.","Dư luận cho rằng các chính sách hỗ trợ này kịp thời, mang lại hiệu quả tích cực, giúp doanh nghiệp vượt qua khó khăn, ổn định sản xuất kinh doanh.","Dư luận cho rằng, những chính sách tài trợ này là kịp thời và mang lại kết quả tích cực, giúp doanh nghiệp vượt qua khó khăn, ổn định sản xuất, kinh doanh."
121,vi-zh-2022-test-0121,意大利外长路易吉·迪·马约9月26日明确表态，该国拒绝承认塔利班政权，因为在塔利班的高层管理人员中，有17位是恐怖分子并且塔利班不断地侵犯妇女和儿童的权益。,"Trong một tuyên bố hôm 26/9, Ngoại trưởng Italy Luigi Di Maio nhấn mạnh rằng chưa nên công nhận Chính phủ của Taliban vì trong số các bộ trưởng có 17 đối tượng khủng bố, trong khi quyền con người của phụ nữ và trẻ em gái liên tục bị vi phạm.","Ngoại trưởng Ý Luigi Di Maio ngày 26 tháng 9 đã tuyên bố rõ ràng rằng nước này từ chối công nhận chính quyền Taliban, bởi vì trong số các quan chức cấp cao của Taliban có 17 người là khủng bố và Taliban liên tục xâm phạm quyền lợi của phụ nữ và trẻ em.",Ngoại trưởng Ý Luigi Di Maio ngày 26/9 nói rõ rằng đất nước của ông từ chối công nhận chế độ Taliban vì 17 lãnh đạo cấp cao của Taliban là những kẻ khủng bố và Taliban tiếp tục vi phạm quyền của phụ nữ và trẻ em.
122,vi-zh-2022-test-0122,塔利班掌权一个半月后，阿富汗仍面临安全、社会民生等一系列严重挑战。,"Một tháng rưỡi sau khi Taliban trở lại nắm quyền, đất nước Afghanistan vẫn phải đối mặt với hàng loạt thách thức nghiêm trọng cả về an ninh và an sinh-xã hội.","Sau một tháng rưỡi Taliban nắm quyền, Afghanistan vẫn đối mặt với hàng loạt thách thức nghiêm trọng về an ninh, đời sống xã hội và dân sinh.","Một tháng rưỡi sau khi Taliban lên nắm quyền, Afghanistan vẫn phải đối mặt với hàng loạt thách thức nghiêm trọng như an ninh, xã hội và sinh kế của người dân."
123,vi-zh-2022-test-0123,联合国中央应急基金发放了4500万美元的救生资金，以帮助防止阿富汗医疗体系崩溃。,"Liên hợp quốc mới đây tuyên bố trích 45 triệu USD từ Quỹ ứng phó khẩn cấp của Liên hợp quốc (CERF) để giúp Afghanistan đối phó với tình trạng thiếu thuốc men, vật tư y tế và nhiên liệu.",Quỹ Ứng phó Khẩn cấp Trung ương của Liên Hợp Quốc đã phân bổ 45 triệu đô la Mỹ để hỗ trợ ngăn chặn sự sụp đổ của hệ thống y tế Afghanistan.,Quỹ ứng phó khẩn cấp trung ương của Liên hợp quốc đã cấp 45 triệu USD tài trợ cứu người nhằm giúp ngăn chặn hệ thống chăm sóc sức khỏe của Afghanistan sụp đổ.
124,vi-zh-2022-test-0124,保护和维持企业安全生产经营活动是经济复苏涉及的第一要素。,"Chủ trương bảo vệ, hỗ trợ duy trì hoạt động sản xuất kinh doanh an toàn của doanh nghiệp trong điều kiện sống chung với dịch là yếu tố nhắc đến trước tiên trong khôi phục kinh tế.",Bảo vệ và duy trì hoạt động sản xuất kinh doanh an toàn của doanh nghiệp là yếu tố hàng đầu trong quá trình phục hồi kinh tế.,"Bảo vệ và duy trì hoạt động sản xuất, kinh doanh an toàn của doanh nghiệp là yếu tố đầu tiên tham gia phục hồi kinh tế."
125,vi-zh-2022-test-0125,"广宁省人民委员会常务副主席高祥辉说：“我们制定了具体的措施""。","Phó chủ tịch thường trực UBND tỉnh Quảng Ninh Cao Tường Huy cho biết về kịch bản bình thường mới của tỉnh trong thời gian tới: “Chúng tôi có giải pháp rất cụ thể"".","Phó Chủ tịch Thường trực Ủy ban Nhân dân tỉnh Quảng Ninh Cao Tường Huy cho biết: ""Chúng tôi đã đề ra các biện pháp cụ thể"".","Ông Cao Xiang Hui, Phó Chủ tịch UBND tỉnh Quảng Ninh cho biết: “Chúng tôi đã xây dựng các biện pháp cụ thể."
126,vi-zh-2022-test-0126,一是抓紧实施重点项目，为10月底开工建设绿色下龙、东朝高尔夫球场、万宁港等项目创造有利条件。,"Thứ nhất quyết liệt triển khai thi công các dự án trọng điểm, và tạo mọi điều kiện thuận lợi nhất để triển khai cụ thể cuối tháng 10 khởi công dự án Hạ Long Xanh, sân golf ở Đông Triều, dự án cảng Vạn Ninh.","Một là đẩy nhanh tiến độ thực hiện các dự án trọng điểm, tạo điều kiện thuận lợi cho việc khởi công xây dựng các dự án Sân golf Hạ Long Xanh, Đông Triều, Cảng Vạn Ninh vào cuối tháng 10.","Trước hết, chúng ta phải đẩy nhanh tiến độ triển khai các dự án trọng điểm, tạo điều kiện thuận lợi cho việc xây dựng Hạ Long xanh, sân golf Đồng Chao, cảng Vạn Ninh và các dự án khác khởi công vào cuối tháng 10."
